id,title,authors,conference,year,official_page,pdf_link,status_or_award
ECCV2024-0371,NGP-RT: Fusing Multi-Level Hash Features with Lightweight Attention for Real-Time Novel View Synthesis,Yubin Hu; Xiaoyang Guo; Yang Xiao; Jingwei Huang; Yong-Jin Liu,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2390,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03255.pdf,2024 Poster
ECCV2024-0372,G2fR: Frequency Regularization in Grid-based Feature Encoding Neural Radiance Fields,Shuxiang Xie; Shuyi Zhou; Ken Sakurada; Ryoichi Ishikawa; Masaki Onishi; Takeshi Oishi,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1653,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03259.pdf,2024 Poster
ECCV2024-0373,Getting it Right: Improving Spatial Consistency in Text-to-Image Models,Agneet Chatterjee; Gabriela Ben Melech Stan; Estelle Guez Aflalo; Sayak Paul; Dhruba Ghosh; Tejas Gokhale; Ludwig Schmidt; Hanna Hajishirzi; Vasudev Lal; Chitta R Baral; Yezhou Yang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1502,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03260.pdf,2024 Poster
ECCV2024-0374,Generating 3D House Wireframes with Semantics,Xueqi Ma; Yilin Liu; Wenjun Zhou; Ruowei Wang; Hui Huang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1329,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03261.pdf,2024 Poster
ECCV2024-0375,SegPoint: Segment Any Point Cloud via Large Language Model,Shuting He; Henghui Ding; Xudong Jiang; Bihan Wen,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2226,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03280.pdf,2024 Poster
ECCV2024-0376,Navigation Instruction Generation with BEV Perception and Large Language Models,Sheng Fan; Rui Liu; Wenguan Wang; Yi Yang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1104,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03285.pdf,2024 Poster
ECCV2024-0377,The Fabrication of Reality and Fantasy: Scene Generation with LLM-Assisted Prompt Interpretation,Yi Yao; Chan-Feng Hsu; Jhe-Hao Lin; Hongxia Xie; Terence Lin; Yi-Ning Huang; Hong-Han Shuai; Wen-Huang Cheng,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1026,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03294.pdf,2024 Poster
ECCV2024-0378,FlashSplat: 2D to 3D Gaussian Splatting Segmentation Solved Optimally,Qiuhong Shen; Xingyi Yang; Xinchao Wang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/180,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03300.pdf,2024 Poster
ECCV2024-0379,Eliminating Feature Ambiguity for Few-Shot Segmentation,Qianxiong Xu; Guosheng Lin; Chen Change Loy; Cheng Long; Ziyue Li; Rui Zhao,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2626,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00450.pdf,2024 Poster
ECCV2024-0380,Alternate Diverse Teaching for Semi-supervised Medical Image Segmentation,Zhen Zhao; Zicheng Wang; Dian Yu; Longyue Wang; Yixuan Yuan; Luping Zhou,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1903,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00764.pdf,2024 Poster
ECCV2024-0381,GENIXER: Empowering Multimodal Large Language Models as a Powerful Data Generator,Hengyuan Zhao; Pan Zhou; Mike Zheng Shou,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/367,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03355.pdf,2024 Poster
ECCV2024-0382,BLINK: Multimodal Large Language Models Can See but Not Perceive,Xingyu Fu; Yushi Hu; Bangzheng Li; Yu Feng; Haoyu Wang; Xudong Lin; Dan Roth; Noah A Smith; Wei-Chiu Ma; Ranjay Krishna,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2230,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03356.pdf,2024 Poster
ECCV2024-0383,PreLAR: World Model Pre-training with Learnable Action Representation,Lixuan Zhang; Meina Kan; Shiguang Shan; Xilin CHEN,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2220,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03363.pdf,2024 Poster
ECCV2024-0384,Multi-HMR: Multi-Person Whole-Body Human Mesh Recovery in a Single Shot,Fabien Baradel; Thomas Lucas; Matthieu Armando; Salma Galaaoui; Romain Brégier; Philippe Weinzaepfel; Grégory Rogez,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/616,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03364.pdf,2024 Poster
ECCV2024-0385,Diffusion Models for Monocular Depth Estimation: Overcoming Challenging Conditions,Fabio Tosi; Pierluigi Zama Ramirez; Matteo Poggi,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/231,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03381.pdf,2024 Poster
ECCV2024-0386,FreestyleRet: Retrieving Images from Style-Diversified Queries,Hao Li; Yanhao Jia; Peng Jin; Zesen Cheng; Kehan Li; Jialu Sui; Chang Liu; Li Yuan,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/768,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03384.pdf,2024 Poster
ECCV2024-0387,Raindrop Clarity: A Dual-Focused Dataset for Day and Night Raindrop Removal,Yeying Jin; Xin Li; Jiadong Wang; Yan Zhan; Malu Zhang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2166,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00841.pdf,2024 Poster
ECCV2024-0388,ReGround: Improving Textual and Spatial Grounding at No Cost,Phillip (Yuseung) Lee; Minhyuk Sung,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1863,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03388.pdf,2024 Poster
ECCV2024-0389,CardiacNet: Learning to Reconstruct Abnormalities for Cardiac Disease Assessment from Echocardiogram Videos,JIEWEN YANG; Yiqun Lin; Bin Pu; Jiarong GUO; Xiaowei Xu; Xiaomeng Li,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/875,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03391.pdf,2024 Poster
ECCV2024-0390,Per-Gaussian Embedding-Based Deformation for Deformable 3D Gaussian Splatting,Jeongmin Bae; Seoha Kim; Youngsik Yun; Hahyun Lee; Gun Bang; Youngjung Uh,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2042,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02361.pdf,2024 Poster
ECCV2024-0391,Efficient Image Pre-Training with Siamese Cropped Masked Autoencoders,Alexandre Eymaël; Renaud Vandeghen; Anthony Cioppa; Silvio Giancola; Bernard Ghanem; Marc Van Droogenbroeck,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1086,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03399.pdf,2024 Poster
ECCV2024-0392,Harnessing Text-to-Image Diffusion Models for Category-Agnostic Pose Estimation,Duo Peng; Zhengbo Zhang; Ping Hu; Qiuhong Ke; David Yau; Jun Liu,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1269,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02103.pdf,2024 Poster
ECCV2024-0393,Image Demoireing in RAW and sRGB Domains,Shuning Xu; Binbin Song; Xiangyu Chen; Xina Liu; Jiantao Zhou,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2384,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00929.pdf,2024 Poster
ECCV2024-0394,Reliability in Semantic Segmentation: Can We Use Synthetic Data?,Thibaut Loiseau; Tuan Hung Vu; Mickael Chen; Patrick Pérez; MATTHIEU CORD,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1377,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03410.pdf,2024 Poster
ECCV2024-0395,Prompting Future Driven Diffusion Model for Hand Motion Prediction,Bowen Tang; Kaihao Zhang; Wenhan Luo; Wei Liu; HONGDONG LI,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/653,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/01102.pdf,2024 Poster
ECCV2024-0396,Elevating All Zero-Shot Sketch-Based Image Retrieval Through Multimodal Prompt Learning,Mainak Singha; Ankit Jha; Divyam Gupta; Pranav Singla; Biplab Banerjee,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/378,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03426.pdf,2024 Poster
ECCV2024-0397,3DFG-PIFu: 3D Feature Grids for Human Digitization from Sparse Views,Kennard Yanting Chan; Fayao Liu; Guosheng Lin; Chuan Sheng Foo; Weisi Lin,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/187,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03433.pdf,2024 Poster
ECCV2024-0398,Lazy Diffusion Transformer for Interactive Image Editing,Yotam Nitzan; Zongze Wu; Richard Zhang; Eli Shechtman; Danny Cohen-Or; Taesung Park; Michaël Gharbi,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/667,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03436.pdf,2024 Poster
ECCV2024-0399,Robust Calibration of Large Vision-Language Adapters,Balamurali Murugesan; Julio Silva-Rodríguez; Ismail Ben Ayed; Jose Dolz,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1187,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03461.pdf,2024 Poster
ECCV2024-0400,Leveraging Hierarchical Feature Sharing for Efficient Dataset Condensation,Haizhong Zheng; Jiachen Sun; Shutong Wu; Bhavya Kailkhura; Zhuoqing Morley Mao; Chaowei Xiao; Prakash Atul,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1946,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03463.pdf,2024 Poster
ECCV2024-0401,Improving Domain Generalization in Self-Supervised Monocular Depth Estimation via Stabilized Adversarial Training,Yuanqi Yao; Gang Wu; Kui Jiang; Siao Liu; Jian Kuai; Xianming Liu; Junjun Jiang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/625,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03467.pdf,2024 Poster
ECCV2024-0402,AugDETR: Improving Multi-scale Learning for Detection Transformer,Jinpeng Dong; Yutong Lin; Chen Li; Sanping Zhou; Nanning Zheng,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/799,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03484.pdf,2024 Poster
ECCV2024-0403,Spherical World-Locking for Audio-Visual Localization in Egocentric Videos,Heeseung Yun; Ruohan Gao; Ishwarya Ananthabhotla; Anurag Kumar; Jacob Donley; Chao Li; Gunhee Kim; Vamsi Krishna Ithapu; Calvin Murdock,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2491,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03489.pdf,2024 Poster
ECCV2024-0404,SIGMA: Sinkhorn-Guided Masked Video Modeling,Mohammadreza Salehi; Michael Dorkenwald; Fida Mohammad Thoker; Efstratios Gavves; Cees Snoek; Yuki M Asano,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/725,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03506.pdf,2024 Poster
ECCV2024-0405,Generative Camera Dolly: Extreme Monocular Dynamic Novel View Synthesis,Basile Van Hoorick; Rundi Wu; Ege Ozguroglu; Kyle Sargent; Ruoshi Liu; Pavel Tokmakov; Achal Dave; Changxi Zheng; Carl Vondrick,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1235,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03510.pdf,2024 Poster
ECCV2024-0406,Distribution Alignment for Fully Test-Time Adaptation with Dynamic Online Data Streams,Ziqiang Wang; Zhixiang Chi; Yanan Wu; Li Gu; Zhi Liu; Konstantinos Plataniotis; Yang Wang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1938,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03521.pdf,2024 Poster
ECCV2024-0407,Understanding Physical Dynamics with Counterfactual World Modeling,Rahul Mysore Venkatesh; Honglin Chen; Kevin Feigelis; Daniel M Bear; Khaled Jedoui; Klemen Kotar; Felix J Binder; Wanhee Lee; Sherry Liu; Kevin Smith; Judith E. Fan; Daniel Yamins,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/652,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03523.pdf,2024 Poster
ECCV2024-0408,SemTrack: A Large-scale Dataset for Semantic Tracking in the Wild,Pengfei Wang; Xiaofei Hui; Jing Wu; Zile Yang; Kian Eng Ong; Xinge Zhao; Beijia Lu; Dezhao Huang; Evan Ling; Weiling Chen; Keng Teck; Minhoe Hur; Jun Liu,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/329,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03555.pdf,2024 Poster
ECCV2024-0409,VideoMamba: Spatio-Temporal Selective State Space Model,Jinyoung Park; Hee-Seon Kim; Kangwook Ko; Minbeom Kim; Changick Kim,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2572,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03565.pdf,2024 Poster
ECCV2024-0410,Text to Layer-wise 3D Clothed Human Generation,Junting Dong; Qi Fang; Zehuan Huang; Xudong XU; Jingbo Wang; Sida Peng; Bo Dai,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/587,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03566.pdf,2024 Poster
ECCV2024-0411,Fully Sparse 3D Occupancy Prediction,Haisong Liu; Yang Chen; Haiguang Wang; Zetong Yang; Tianyu Li; Jia Zeng; Li Chen; Hongyang Li; Limin Wang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1379,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03570.pdf,2024 Poster
ECCV2024-0412,CG-SLAM: Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware 3D Gaussian Field,Jiarui Hu; Xianhao Chen; Boyin Feng; Guanglin Li; Liangjing Yang; Hujun Bao; Guofeng Zhang; Zhaopeng Cui,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/913,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03580.pdf,2024 Poster
ECCV2024-0413,High-Fidelity 3D Textured Shapes Generation by Sparse Encoding and Adversarial Decoding,Qi Zuo; Xiaodong Gu; Yuan Dong; Zhengyi Zhao; Weihao Yuan; Lingteng Qiu; Liefeng Bo; Zilong Dong,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/577,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/01495.pdf,2024 Poster
ECCV2024-0414,PointLLM: Empowering Large Language Models to Understand Point Clouds,Runsen Xu; Xiaolong Wang; Tai Wang; Yilun Chen; Jiangmiao Pang; Dahua Lin,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/879,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03601.pdf,2024 Poster
ECCV2024-0415,Omni6D: Large-Vocabulary 3D Object Dataset for Category-Level 6D Object Pose Estimation,Mengchen Zhang; Tong Wu; Tai Wang; Tengfei Wang; Ziwei Liu; Dahua Lin,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/961,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03632.pdf,2024 Poster
ECCV2024-0416,Forest2Seq: Revitalizing Order Prior for Sequential Indoor Scene Synthesis,Qi Sun; Hang Zhou; Wengang Zhou; Li Li; Houqiang Li,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/186,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03638.pdf,2024 Poster
ECCV2024-0417,AnimatableDreamer: Text-Guided Non-rigid 3D Model Generation and Reconstruction with Canonical Score Distillation,Xinzhou Wang; Yikai Wang; junliang ye; Fuchun Sun; Zhengyi Wang; Ling Wang; Pengkun Liu; Kai Sun; Xintong Wang; Xie wende; Fangfu Liu; Bin He,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/199,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03644.pdf,2024 Poster
ECCV2024-0418,Spatially-Variant Degradation Model for Dataset-free Super-resolution,ShaoJie Guo; Haofei Song; Qingli Li; Yan Wang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2532,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03655.pdf,2024 Poster
ECCV2024-0419,Learning Exhaustive Correlation for Spectral Super-Resolution: Where Spatial-Spectral Attention Meets Linear Dependence,Hongyuan Wang; Lizhi Wang; Jiang Xu; Chang Chen; Xue Hu; Fenglong Song; Youliang Yan,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1054,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03662.pdf,2024 Poster
ECCV2024-0420,SUMix: Mixup with Semantic and Uncertain Information,Huafeng Qin; Xin Jin; Hongyu Zhu; Hongchao Liao; Mounim A. El Yacoubi; Xinbo Gao,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1558,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/11787.pdf,2024 Poster
ECCV2024-0421,Local Action-Guided Motion Diffusion Model for Text-to-Motion Generation,Peng Jin; Hao Li; Zesen Cheng; Kehan Li; Runyi Yu; Chang Liu; Xiangyang Ji; Li Yuan; Jie Chen,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1750,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03669.pdf,2024 Poster
ECCV2024-0422,EAFormer: Scene Text Segmentation with Edge-Aware Transformers,Haiyang Yu; Teng Fu; Bin Li; Xiangyang Xue,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1519,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03678.pdf,2024 Poster
ECCV2024-0423,DySeT: a Dynamic Masked Self-distillation Approach for Robust Trajectory Prediction,MOZHGAN POURKESHAVARZ; Arielle Zhang; Amir Rasouli,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2111,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00414.pdf,2024 Poster
ECCV2024-0424,LaPose: Laplacian Mixture Shape Modeling for RGB-Based Category-Level Object Pose Estimation,Ruida Zhang; Ziqin Huang; Gu Wang; Chenyangguang Zhang; Yan Di; Xingxing Zuo; Jiwen Tang; Xiangyang Ji,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1352,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03696.pdf,2024 Poster
ECCV2024-0425,Upper-body Hierarchical Graph for Skeleton Based Emotion Recognition in Assistive Driving,Jiehui Wu; Jiansheng Chen; Qifeng Luo; Siqi Liu; Youze Xue; Huimin Ma,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2194,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03697.pdf,2024 Poster
ECCV2024-0426,Fine-Grained Scene Graph Generation via Sample-Level Bias Prediction,Yansheng Li; Tingzhu Wang; Kang Wu; Linlin Wang; Xin Guo; Wenbin Wang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2253,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03698.pdf,2024 Poster
ECCV2024-0427,Zero-Shot Detection of AI-Generated Images,Davide Cozzolino; GIovanni Poggi; Matthias Niessner; Luisa Verdoliva,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/479,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02665.pdf,2024 Poster
ECCV2024-0428,Boosting 3D Single Object Tracking with 2D Matching Distillation and 3D Pre-training,qiangqiang wu; Yan Xia; Jia Wan; Antoni Chan,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2100,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/01900.pdf,2024 Poster
ECCV2024-0429,Exploring Guided Sampling of Conditional GANs,Yifei Zhang; Mengfei Xia; Yujun Shen; Jiapeng Zhu; Ceyuan Yang; Kecheng Zheng; Lianghua Huang; Yu Liu; Fan Cheng,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1588,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03700.pdf,2024 Poster
ECCV2024-0430,TCC-Det: Temporarily consistent cues for weakly-supervised 3D detection,Jan Skvrna; Lukas Neumann,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/239,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03732.pdf,2024 Poster
ECCV2024-0431,Radiative Gaussian Splatting for Efficient X-ray Novel View Synthesis,Yuanhao Cai; Yixun Liang; Jiahao Wang; Angtian Wang; Yulun Zhang; Xiaokang Yang; Zongwei Zhou; Alan Yuille,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/563,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00111.pdf,2024 Poster
ECCV2024-0432,OPEN: Object-wise Position Embedding for Multi-view 3D Object Detection,Jinghua Hou; Tong Wang; Xiaoqing Ye; Zhe Liu; Shi Gong; Xiao Tan; Errui Ding; Jingdong Wang; Xiang Bai,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/631,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03741.pdf,2024 Poster
ECCV2024-0433,Early Preparation Pays Off: New Classifier Pre-tuning for Class Incremental Semantic Segmentation,Zhengyuan Xie; Haiquan Lu; Jia-wen Xiao; Enguang Wang; Le Zhang; Xialei Liu,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/414,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03745.pdf,2024 Poster
ECCV2024-0434,Kalman-Inspired Feature Propagation for Video Face Super-Resolution,Ruicheng Feng; Chongyi Li; Chen Change Loy,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1052,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03752.pdf,2024 Poster
ECCV2024-0435,Select and Distill: Selective Dual-Teacher Knowledge Transfer for Continual Learning on Vision-Language Models,Yu-Chu Yu; Chi-Pin Huang; Jr-Jen Chen; Kai-Po Chang; Yung-Hsuan Lai; Fu-En Yang; Yu-Chiang Frank Wang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1560,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03759.pdf,2024 Poster
ECCV2024-0436,VideoMamba: State Space Model for Efficient Video Understanding,Kunchang Li; Xinhao Li; Yi Wang; Yinan He; Yali Wang; Limin Wang; Yu Qiao,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/341,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03773.pdf,2024 Poster
ECCV2024-0437,Heterogeneous Graph Learning for Scene Graph Prediction in 3D Point Clouds,Yanni Ma; Hao Liu; Yun Pei; Yulan Guo,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/951,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03785.pdf,2024 Poster
ECCV2024-0438,Omniview-Tuning: Boosting Viewpoint Invariance of Vision-Language Pre-training Models,Shouwei Ruan; Yinpeng Dong; Liu Hanqing; Yao Huang; Hang Su; Xingxing Wei,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2013,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03791.pdf,2024 Poster
ECCV2024-0439,DINO-Tracker: Taming DINO for Self-Supervised Point Tracking in a Single Video,Narek Tumanyan; Assaf Singer; Shai Bagon; Tali Dekel,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2193,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03799.pdf,2024 Poster
ECCV2024-0440,Improving Intervention Efficacy via Concept Realignment in Concept Bottleneck Models,Nishad Singhi; Jae Myung Kim; Karsten Roth; Zeynep Akata,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/826,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03805.pdf,2024 Poster
ECCV2024-0441,Brain Netflix: Scaling Data to Reconstruct Videos from Brain Signals,Camilo Fosco; Benjamin Lahner; Bowen Pan; Alex Andonian; Emilie L Josephs; Alex Lascelles; Aude Oliva,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1456,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03816.pdf,2024 Poster
ECCV2024-0442,Source Prompt Disentangled Inversion for Boosting Image Editability with Diffusion Models,Ruibin Li; Ruihuang Li; Song Guo; Yabin Zhang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1407,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03804.pdf,2024 Poster
ECCV2024-0443,Equivariant Spatio-Temporal Self-Supervision for LiDAR Object Detection,Deepti Hegde; Suhas Lohit; Kuan-Chuan Peng; Michael J. Jones; Vishal Patel,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1724,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03831.pdf,2024 Poster
ECCV2024-0444,FreeAugment: Data Augmentation Search Across All Degrees of Freedom,Tom Bekor; Niv Nayman; Lihi Zelnik-Manor,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2664,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03848.pdf,2024 Poster
ECCV2024-0445,I2-SLAM: Inverting Imaging Process for Robust Photorealistic Dense SLAM,Gwangtak Bae; Changwoon Choi; Hyeongjun Heo; Sang Min Kim; Young Min Kim,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/175,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03857.pdf,2024 Poster
ECCV2024-0446,FlashTex: Fast Relightable Mesh Texturing with LightControlNet,Kangle Deng; Timothy Omernick; Alexander B Weiss; Deva Ramanan; Jun-Yan Zhu; Tinghui Zhou; Maneesh Agrawala,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/537,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03874.pdf,2024 Poster
ECCV2024-0447,GS-Pose: Category-Level Object Pose Estimation via Geometric and Semantic Correspondence,Pengyuan Wang; Takuya Ikeda; Robert Lee; Koichi Nishiwaki,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/960,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03878.pdf,2024 Poster
ECCV2024-0448,ArtVLM: Attribute Recognition Through Vision-Based Prefix Language Modeling,William Zhu; Keren Ye; Junjie Ke; Jiahui Yu; Leonidas Guibas; Peyman Milanfar; Feng Yang,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/1133,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03880.pdf,2024 Poster
ECCV2024-0449,PanoFree: Tuning-Free Holistic Multi-view Image Generation with Cross-view Self-Guidance,Aoming Liu; Zhong Li; Zhang Chen; Nannan Li; Yi Xu; Bryan Plummer,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/920,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03887.pdf,2024 Poster
ECCV2024-0450,SOS: Segment Object System for Open-World Instance Segmentation With Object Priors,Christian Wilms; Tim Rolff; Maris N Hillemann; Robert Johanson; Simone Frintrop,ECCV,2024,https://eccv.ecva.net/virtual/2024/poster/2266,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03895.pdf,2024 Poster
